id,language,title,cardTitle,writtenTitle,slug,summary,writtenSummary,fullText,newsType,link,videoID,source,trending,editorPick,sendNotification,keywords,imagePath,nitlType,addedBy,addedOn,publisherID,publishedOn,updatedBy,updatedOn,approved,approvedOn,approvedBy,active,isDraft,draftAddedDate,draftAssignedBy,feedback,rating,aiSummaryRating,expiryDate,contentStyleID,contentID,isPremium
27007,2,Germany: Health agency forecasts winter spike in Covid cases,Covid-19,Germany: Health agency forecasts winter spike in COVID cases,germany-health-agency-forecasts-winter-spike-in-covid-cases,"The Robert Koch Institute warned that the country should expect to see another spike in Covid cases for the rest of the fall and winter after months of declining numbers.
It recommended large, un-masked gatherings continue to be avoided at all costs, particularly indoors.
The state leaders want the federal govt to keep restrictions in place.","The Robert Koch Institute warned that the country should expect to see another spike in COVID cases for the rest of the fall and winter after months of declining numbers.
It recommended large, un-masked gatherings continue to be avoided at all costs, particularly indoors.
The state leaders want the federal govt to keep restrictions in place.",,,https://www.dw.com/en/germany-health-agency-forecasts-winter-spike-in-covid-cases/a-59582983,,DW,0,1,0,,8554dea0-32f9-11ec-bc13-8bc07d8cc609,2,32,2021-10-22 05:33:00,,2021-10-22 19:20:44,42,2021-10-22 19:20:44,1,2021-10-22 19:20:44,42,1,0,,,minor edits,4,,,3,,0
27008,2,"Germany, 4 EU states launch military reaction force initiative","","Germany, 4 EU states launch military reaction force initiative",germany-4-eu-states-launch-military-reaction-force-initiative,"Germany, Finland, Netherland, Portugal and Slovenia launched an initiative to establish a bloc-wide rapid reaction force for future military crises.
It aims to expand the EU battle groups, which are multinational military units of 1,500 personnel each.
It may include space and cyber capabilities, along with special forces and air transport.","Germany, Finland, Netherland, Portugal, and Slovenia launched an initiative to establish a bloc-wide rapid reaction force for future military crises.
It aims to expand the EU battle groups, which are multinational military units of 1,500 personnel each.
It may include space and cyber capabilities, along with special forces and air transport.",,,https://www.dw.com/en/germany-4-eu-states-launch-military-reaction-force-initiative-report/a-59574641,,DW,0,0,0,,a42b1630-32fb-11ec-bc13-8bc07d8cc609,1,32,2021-10-22 05:48:11,,2021-10-24 00:00:00,42,2021-10-22 19:06:59,1,2021-10-22 19:06:59,42,1,0,,,well written,5,,,3,,0
27009,2,Myanmar junta rearrests more than 100 released in amnesty,"",Myanmar junta rearrests more than 100 released in amnesty,myanmar-junta-rearrests-more-than-100-released-in-amnesty,"A monitoring group said the junta has rearrested at least 110 anti-coup protesters freed in a recent amnesty.
On Monday, the military announced it would free 5,000 people over the Buddhist festival.
But some were rearrested as they reached home while others were taken to the jail entrance, only to be taken back to prison on additional charges.","A Monitoring group said the junta has rearrested at least 110 anti-coup protesters freed in a recent amnesty.
On Monday, the military announced it would free 5,000 people over the Buddhist festival.
But some were rearrested as they reached home while others were taken to the jail entrance, only to be taken back to prison on additional charges.",,,https://www.channelnewsasia.com/asia/myanmar-junta-rearrests-more-100-released-amnesty-monitoring-group-2261476,,Channel News Asia,0,0,1,,17e63e90-32fe-11ec-bc13-8bc07d8cc609,1,32,2021-10-22 06:05:44,,2021-10-22 19:21:50,42,2021-10-22 19:21:50,1,2021-10-22 19:21:50,42,1,0,,,minor edits,4,,,3,,0
27010,2,Biden says US will defend Taiwan if China attacks,"",Biden says US will defend Taiwan if China attacks,biden-says-us-will-defend-taiwan-if-china-attacks,"The US has long practised strategic ambiguity when it comes to the issue of defending Taiwan.
It has no official diplomatic ties with Taiwan but sells arms to it as part of its Taiwan Relations Act, which states that the US must help the island defend itself.
Taiwan said it would neither give in to pressure nor rashly advance when it gets support.","The US has long practised strategic ambiguity when it comes to the issue of defending Taiwan.
It has no official diplomatic ties with Taiwan but sells arms to it as part of its Taiwan Relations Act, which states that the US must help the island defend itself.
Taiwan said it would neither give in to pressure nor rashly advance when it gets support.",,,https://www.bbc.com/news/world-asia-59005300,,BBC,0,0,0,,dbe67bc0-32fe-11ec-bc13-8bc07d8cc609,1,32,2021-10-22 06:11:13,,2021-10-22 19:17:44,42,2021-10-22 19:17:44,1,2021-10-22 19:17:44,42,1,0,,,well written,5,,,3,,0
27012,2,Major revelations raise fresh questions for Facebook,"",Major revelations raise fresh questions for Facebook,major-revelations-raise-fresh-questions-for-facebook,"A group that spread false claims about Covid, more than doubled the average number of interactions it got on Facebook in the first six months of 2021.
Revelations about the World Doctors Alliance pages raise questions about the platform’s efforts to control misinformation.
The figures are revealed in a report by the Institute for Strategic Dialogue.","A group that spread false claims about Covid more than doubled the average number of interactions it got on Facebook in the first six months of 2021. 
Revelations about the World Doctors Alliance pages raise questions about the platform’s efforts to control misinformation. 
The figures are revealed in a report by the Institute for Strategic Dialogue.",,,https://www.theguardian.com/technology/2021/oct/21/group-that-spread-false-covid-claims-doubled-facebook-interactions-in-six-months,,The Guardian,0,0,0,,fa4d51e0-330f-11ec-bc13-8bc07d8cc609,1,27,2021-10-22 08:13:45,,2021-10-22 19:19:17,42,2021-10-22 19:19:17,1,2021-10-22 19:19:17,42,1,0,,,minor edits,4,,,3,,0
27014,2,Study: Vikings were in the Americas exactly a thousand years ago,In case you missed it,Study: Vikings were in the Americas exactly a thousand years ago,study-vikings-were-in-the-americas-exactly-a-thousand-years-ago,"The Vikings used their longships to cross the Atlantic Ocean and settled in Canada as early as 1021.
Researchers landed on a definitive date thanks to two sources: chopped wood and a solar storm that occurred more than a thousand years ago.
Securing this date suggests this is the earliest known presence of Europeans in the Americas ahead of Columbus.","The Vikings used their longships to cross the Atlantic Ocean and settled in Canada as early as 1021.
Researchers landed on a definitive date thanks to two sources: chopped wood and a solar storm that occurred more than a thousand years ago.
Securing this date suggests this is the earliest known presence of Europeans in the Americas ahead of Columbus.",,,https://edition.cnn.com/2021/10/20/world/vikings-arrival-americas-scn/index.html,,CNN,0,1,0,thousand years ago Study Vikings Americas thousand years ago Atlantic Ocean Researchers landed definitive date chopped wood solar storm date suggests Americas ahead 1021 Vikings longships cross settled Canada early sources occurred Securing earliest presence Europeans Columbus,a7a2d5d0-3311-11ec-bc13-8bc07d8cc609,2,27,2021-10-22 08:25:46,,2021-10-22 19:23:15,42,2021-10-22 19:23:15,1,2021-10-22 19:23:15,42,1,0,,,well written,5,,,3,,0
27016,2,"US records show physical, sexual abuse at border","","US records show physical, sexual abuse at border",us-records-show-physical-sexual-abuse-at-border,"Newly obtained US govt documents by HRW detail over 160 internal reports of abuse of asylum seekers at the hands of US officials.
This raises questions about whether allegations reported internally are being effectively investigated.
HRW urged the US to take steps to ensure that people victimised have access to justice and this misconduct ends.","Newly obtained US govt documents by HRW detail over 160 internal reports of abuse of asylum seekers at the hands of US officials.
This raises questions about whether allegations reported internally are being effectively investigated.
HRW urged the US to take steps to ensure that people victimised have access to justice and this misconduct ends.",,,https://www.hrw.org/news/2021/10/21/us-records-show-physical-sexual-abuse-border,,Human Rights Watch,0,0,0,,f0c83830-3326-11ec-bc13-8bc07d8cc609,1,32,2021-10-22 10:58:08,,2021-10-22 19:25:56,42,2021-10-22 19:25:56,1,2021-10-22 19:25:56,42,1,0,,,well written,5,,,3,,0
27023,2,West Africa's Benin votes to legalise abortion,"",West Africa's Benin votes to legalise abortion,west-africas-benin-votes-to-legalise-abortion,"Benin authorised abortions after parliamentarians voted on a law that has divided opinion.
Abortion is authorised within the first three months if it aggravates or causes distress, incompatible with the woman or unborn child's interest.
This measure is a relief for many women who are forced to put their lives in danger with botched abortions.","Benin authorised abortions after parliamentarians voted on a law that has divided opinion.
Abortion is authorised within the first 3 months if it aggravates or causes distress, incompatible with the woman or unborn child's interest.
This measure is a relief for many women who are forced to put their lives in danger with botched abortions.",,,https://www.africanews.com/2021/10/21/west-africa-s-benin-votes-to-legalise-abortion/,,Africanews,0,0,0,,17eb8300-3330-11ec-bc13-8bc07d8cc609,1,32,2021-10-22 12:03:39,,2021-10-22 19:25:07,42,2021-10-22 19:25:07,1,2021-10-22 19:25:07,42,1,0,,,minor edits,4,,,3,,0
27029,2,Syria says it executed 24 people for starting 2020 wildfires,"",Syria says it executed 24 people for starting 2020 wildfires,syria-says-it-executed-24-people-for-starting-2020-wildfires,"Syria's government says it has executed 24 people convicted of deliberately starting deadly wildfires last year.
The 2020 wildfires reportedly burned 24,000 hectares of agricultural and forested land.
Human rights groups believe thousands of people have been executed by President Bashar al-Assad's government since the civil war began in 2011.","Syria's government says it has executed 24 people convicted of deliberately starting deadly wildfires last year. 
The 2020 wildfires reportedly burned 24,000 hectares of agricultural and forested land. 
Human rights groups believe thousands of people have been executed by President Bashar al-Assad's government since the civil war began in 2011.",,,https://www.bbc.com/news/world-middle-east-58997475,,BBC,0,0,0,,7ef930f0-333b-11ec-bc13-8bc07d8cc609,1,27,2021-10-22 13:25:16,,2021-10-22 19:26:48,42,2021-10-22 19:26:48,1,2021-10-22 19:26:48,42,1,0,,,well written,5,,,3,,0
27030,2,"WHO says Covid may have killed 180,000 health workers",Covid-19,"WHO says COVID may have killed 180,000 health workers",who-says-covid-may-have-killed-180000-health-workers,"The WHO has estimated between 80,000 and 180,000 healthcare workers have died worldwide due to Covid.
Healthcare workers have been given priority, but the unequal distribution of jabs means that on average, across the world, only two in five are fully vaccinated.
The WHO has stepped up calls for governments to do more to protect and support workers.","The WHO has estimated between 80,000 and 180,000 healthcare workers have died worldwide due to COVID. 
Healthcare workers have been given priority, but the unequal distribution of jabs means that on average, across the world, only two in five are fully vaccinated.
The WHO has stepped up calls for governments to do more to protect and support workers.",,,https://www.aljazeera.com/news/2021/10/22/who-says-covid-may-have-killed-180000-health-workers,,Aljazeera News,0,1,0,,0d750570-333c-11ec-bc13-8bc07d8cc609,2,27,2021-10-22 13:29:15,,2021-10-22 19:14:06,42,2021-10-22 19:14:06,1,2021-10-22 19:14:06,42,1,0,,,well written,5,,,3,,0
27032,2,Haiti gang leader threatens to kill American missionary hostages,"",Haiti gang leader threatens to kill American missionary hostages,haiti-gang-leader-threatens-to-kill-american-missionary-hostages,"The leader of the Haitian gang suspected of kidnapping 17 members of a missionary group from the US has threatened to kill the hostages if his demands are not met.
Earlier this week, Haitian officials said the gang is demanding $1 million in ransom per person to free the hostages.
5 of the abductees are children, including an eight-month-old infant.","The leader of the Haitian gang suspected of kidnapping 17 members of a missionary group from the US has threatened to kill the hostages if his demands are not met. 
Earlier this week, Haitian officials said the gang is demanding $1 million in ransom per person to free the hostages.
5 of the abductees are children, including an eight-month-old infant.",,,https://www.aljazeera.com/news/2021/10/21/haiti-gang-leader-threatens-to-kill-american-hostages,,Aljazeera News,0,0,0,"Haiti gang leader threatens kill American missionary hostages demanding $1 million week, Haitian officials kidnapping 17 members Haitian gang suspected children, including missionary group gang 5 leader threatened kill hostages demands met Earlier ransom person free abductees -month- infant",b4c95dc0-333d-11ec-bc13-8bc07d8cc609,1,27,2021-10-22 13:41:06,,2021-10-22 19:27:56,42,2021-10-22 19:27:56,1,2021-10-22 19:27:56,42,1,0,,,well written,5,,,3,,0
27033,2,Twitter admits bias for rightwing politicians and news outlets,"",Twitter admits bias for rightwing politicians and news outlets,twitter-admits-bias-for-rightwing-politicians-and-news-outlets,"Twitter admits to bias in its algorithm after it examined tweets from the UK, US, Canada, France, Germany, Spain & Japan based on research.
The research found tweets from right-wing politicians receiving more amplification than those from the left.
It added that it was preparing to make internal data available to external sources on a regular basis.","The research found that tweets from right-wing politicians received more amplification from the algorithm than those from the left.
Twitter has admitted the bias after it examined tweets from the UK, US, Canada, France, Germany, Spain, and Japan.
It added that it was preparing to make internal data available to external sources on a regular basis.",,,https://www.theguardian.com/technology/2021/oct/22/twitter-admits-bias-in-algorithm-for-rightwing-politicians-and-news-outlets,,The Guardian,0,0,1,,9fed4d30-3342-11ec-bc13-8bc07d8cc609,1,32,2021-10-22 14:16:18,,2021-10-23 15:35:44,69,2021-10-23 15:35:45,1,2021-10-23 15:35:44,69,1,0,,,"",5,,,3,,0
27034,2,US agencies warn climate change poses national security risks,"","US agencies warn climate change poses national security risks,",us-agencies-warn-climate-change-poses-national-security-risks,"The US govt has predicted that climate change will exacerbate geopolitical tensions around the world.
The assessments also highlight how global warming will drive mass migration.
11 countries are likely to face warming temperatures, extreme weather, and disruption to ocean patterns that will threaten their energy, food, water, and health security.","The US govt has predicted that climate change will exacerbate geopolitical tensions around the world.
 The assessments also highlight how global warming will drive mass migration.
11 countries are likely to face warming temperatures, extreme weather, and disruption to ocean patterns that will threaten their energy, food, water, and health security.",,,https://www.dw.com/en/climate-change-poses-national-security-risks-us-agencies-warn/a-59587814,,DW,0,0,0,,c3ada5a0-3345-11ec-bc13-8bc07d8cc609,1,32,2021-10-22 14:38:47,,2021-10-23 15:33:45,69,2021-10-23 15:33:45,1,2021-10-23 15:33:45,69,1,0,,,"",5,,,3,,0
27035,2,Luxembourg becomes first in Europe to legalise growing & using cannabis,"","Luxembourg becomes first in Europe to legalise growing, using cannabis",luxembourg-becomes-first-in-europe-to-legalise-growing-using-cannabis,"Adults in Luxembourg will be permitted to grow up to 4 cannabis plants per household for personal use.
Trading seeds will also be permitted without any limit on the quantity or levels of Tetrahydrocannabinol.
The consumption and transport of a quantity of up to 3g will no longer be considered a criminal offence.","Adults in Luxembourg will be permitted to grow up to 4 cannabis plants per household for personal use.
Trading seeds will also be permitted without any limit on the quantity or levels of Tetrahydrocannabinol.
The consumption and transport of a quantity of up to 3g will no longer be considered a criminal offence.",,,https://www.theguardian.com/world/2021/oct/22/luxembourg-first-in-europe-to-legalise-growing-and-using-cannabis,,The Guardian,0,0,0,,7e4f17d0-3347-11ec-bc13-8bc07d8cc609,1,32,2021-10-22 14:51:09,,2021-10-23 15:33:06,69,2021-10-23 15:33:06,1,2021-10-23 15:33:06,69,1,0,,,"",5,,,3,,0
